Battery_Health_Score,Reported_Issues,Brake_Condition_Worn Out,Battery_Failure,Tire_Health_Score,engine_stress,Battery_Status_Weak,Need_Maintenance
-0.1,5,True,0,-0.44,4239261.0,False,1
0.3,0,False,1,0.37,3613279.5399999996,True,1
0.1,2,True,1,-0.45,4326454.01,True,1
0.5,4,False,1,0.11,3976047.7199999997,True,1
0.4,1,True,1,-0.39,4322129.36,True,1
0.0,1,False,0,-0.66,6455626.5,False,0
0.4,4,True,0,-0.62,6543584.920000001,False,1
-0.2,5,False,1,-0.17,4009579.42,True,1
0.6,3,False,0,-0.03,3471684.12,False,1
-0.2,5,True,1,-0.24,4461202.85,True,1
0.2,0,False,0,-0.02,5653787.7,False,1
0.2,0,False,1,-0.39,5138725.17,True,1
0.5,5,False,1,-0.39,5623987.14,True,1
-0.2,3,False,1,-0.0,7005184.42,True,1
0.6,2,False,1,0.69,3323857.2,True,1
0.4,1,False,0,0.13,4620519.68,False,0
0.0,5,False,0,0.09,5509831.600000001,False,1
0.1,3,False,1,-0.07,2493633.3400000003,True,1
0.1,3,True,1,-0.21,3745152.15,True,1
-0.3,1,True,0,0.26,3944182.6799999997,False,1
0.2,1,False,1,0.51,4755996.100000001,True,1
0.1,4,False,1,-0.09,2311329.28,True,1
-0.1,0,True,1,0.51,3501437.1,True,1
-0.3,1,True,1,0.37,4245941.04,True,1
-0.2,1,False,1,0.38,3972955.1399999997,True,1
0.5,4,False,1,-0.1,3461488.5999999996,True,1
-0.3,1,True,0,-0.45,5662498.8,False,1
0.5,2,False,1,-0.02,2383511.0700000003,True,1
0.0,0,False,0,0.13,6160732.8,False,1
-0.3,4,True,1,-0.17,3494275.2,True,1
0.1,4,False,0,-0.06,5709994.6,False,1
0.2,1,True,1,0.47,3375482.2399999998,True,1
-0.1,2,False,1,-0.15,2704973.38,True,1
0.2,2,False,0,0.15,4779669.68,False,0
0.2,2,False,0,0.39,3793735.5600000005,False,1
0.3,3,False,0,-0.52,5167912.640000001,False,1
0.6,2,False,0,-0.09,6894729.859999999,False,0
-0.2,0,False,1,0.3,4845140.38,True,1
0.5,4,False,0,-0.15,7312251.54,False,1
0.2,5,True,0,0.27,4311273.87,False,1
0.6,5,False,0,-0.02,8375403.6,False,1
-0.3,3,True,0,0.1,6178518.24,False,1
0.6,2,True,0,0.24,4845391.92,False,1
-0.1,0,True,0,0.3,4397496.319999999,False,1
0.6,5,True,1,0.13,4166077.1,True,1
0.7,0,False,0,-0.31,3770300.0,False,0
-0.1,5,True,0,0.21,6185613.2,False,1
0.5,4,False,1,-0.66,6525631.7,True,1
0.3,0,True,0,-0.43,5485880.25,False,1
-0.1,5,True,0,-0.05,2932700.54,False,1
0.2,0,False,0,0.03,4476288.96,False,0
0.4,2,False,1,0.34,2781754.58,True,1
0.1,1,True,1,-0.09,2548900.12,True,1
0.6,3,False,0,-0.14,6540359.5200000005,False,0
0.3,5,False,1,-0.37,5502356.76,True,1
0.6,3,False,0,0.17,5055484.48,False,1
-0.3,4,True,0,0.0,8018160.5,False,1
-0.3,4,True,1,-0.32,5149182.0,True,1
0.4,4,False,0,0.06,7388794.98,False,1
0.8,2,False,0,-0.34,4350078.59,False,0
0.1,2,True,0,0.17,7120923.8,False,1
-0.3,5,False,1,0.07,6649717.08,True,1
-0.1,0,True,1,0.46,3951263.79,True,1
0.5,4,False,1,-0.22,4489374.96,True,1
0.4,3,True,1,0.35,2662662.24,True,1
0.8,0,False,0,-0.59,5784099.36,False,0
-0.1,4,False,0,-0.28,3613159.55,False,1
0.6,0,False,0,-0.55,5126515.0200000005,False,0
0.8,1,False,0,-0.22,3478707.0,False,0
0.5,1,False,0,0.19,4025325.15,False,0
-0.1,5,False,1,0.37,3640329.93,True,1
0.1,4,False,1,0.48,2944830.15,True,1
0.6,4,True,0,0.21,5542361.93,False,1
0.3,2,True,1,0.12,6789423.84,True,1
-0.1,5,False,0,-0.3,4904565.96,False,1
0.0,1,False,0,-0.12,3181708.8600000003,False,0
0.5,1,True,0,-0.34,3892730.59,False,1
0.0,2,False,0,0.67,4160398.2,False,1
0.2,5,False,0,-0.57,6935011.04,False,1
-0.2,0,True,0,-0.4,4695570.88,False,1
0.4,1,False,1,0.36,5437792.0200000005,True,1
0.7,2,False,0,-0.36,7130549.7,False,0
0.2,3,True,1,0.15,3729275.91,True,1
0.3,1,False,0,-0.07,2829988.44,False,0
0.0,5,True,0,0.08,4669197.11,False,1
0.0,0,True,0,-0.01,5992759.29,False,1
0.0,2,True,0,-0.07,5894745.16,False,1
0.3,2,False,0,-0.04,6290242.53,False,1
0.0,0,True,0,-0.02,2769786.1399999997,False,1
0.1,3,True,0,-0.57,7223177.9399999995,False,1
0.6,3,False,0,-0.6,4926028.140000001,False,1
-0.1,2,False,0,0.04,4731386.96,False,1
0.3,5,True,0,-0.55,4940341.35,False,1
0.4,0,False,0,0.01,7771464.0,False,0
-0.3,5,False,1,-0.61,7310857.050000001,True,1
0.1,1,True,0,0.11,5370280.96,False,1
0.3,5,True,0,-0.25,3812320.4,False,1
0.1,4,True,0,0.03,5676413.96,False,1
0.2,1,False,1,0.3,5462891.42,True,1
0.4,1,False,0,0.6,3277733.7,False,1
-0.3,0,True,0,0.02,6453949.319999999,False,1
0.1,0,False,1,0.38,3497154.75,True,1
0.0,3,True,1,0.4,3360187.3200000003,True,1
0.3,4,True,1,-0.46,4635343.739999999,True,1
0.4,3,False,1,0.34,4007062.8499999996,True,1
0.3,3,True,1,-0.02,3076554.5999999996,True,1
0.3,3,True,0,-0.58,4862858.25,False,1
0.0,2,False,0,-0.37,4714503.75,False,0
0.1,1,False,1,-0.04,4898087.16,True,1
0.3,2,True,0,-0.53,5937957.8,False,1
0.4,4,True,0,0.05,4608866.22,False,1
0.4,4,True,0,-0.09,5235692.28,False,1
0.3,4,False,1,0.24,4113572.96,True,1
0.6,0,True,0,0.16,6584895.4,False,1
-0.3,2,True,1,-0.16,3266535.6,True,1
0.3,2,True,1,-0.24,3257000.2800000003,True,1
0.2,5,True,0,0.25,6811246.44,False,1
0.3,0,True,1,-0.34,3956242.03,True,1
0.3,2,True,0,0.62,2941533.72,False,1
0.5,2,False,0,0.27,5354133.180000001,False,0
0.9,3,False,0,-0.58,7287423.06,False,0
0.3,0,True,1,-0.27,4595136.42,True,1
-0.1,4,True,0,0.16,3350912.1900000004,False,1
0.6,5,False,0,-0.6,4836577.54,False,1
0.6,2,True,0,-0.1,3117465.0,False,1
0.2,4,True,0,0.32,2716083.92,False,1
0.2,3,False,0,0.07,6903767.2,False,1
0.2,0,False,0,-0.03,2271956.0,False,0
0.7,1,False,0,-0.04,7074032.64,False,0
0.3,3,True,0,0.54,3102397.05,False,1
0.1,2,False,1,-0.13,2494083.8800000004,True,1
0.4,4,False,0,0.54,4716136.0,False,1
0.4,4,False,0,-0.24,4039133.2099999995,False,1
-0.1,4,False,1,0.46,3662355.34,True,1
0.6,4,False,1,-0.25,3577501.98,True,1
-0.1,3,False,0,-0.43,5927410.04,False,1
0.5,3,True,0,-0.06,1993727.19,False,1
0.1,0,False,1,-0.29,3621559.4000000004,True,1
-0.3,1,True,0,0.15,6197474.35,False,1
-0.3,3,True,0,0.21,8234672.46,False,1
0.2,0,True,0,-0.14,2502914.2800000003,False,1
0.4,5,False,0,0.05,4552169.58,False,1
0.0,2,True,0,-0.22,3865655.5700000003,False,1
0.3,5,False,1,0.42,4111862.3,True,1
0.0,0,False,0,0.0,5073755.74,False,0
0.3,4,False,0,-0.64,6210467.2,False,1
0.2,2,True,0,-0.13,3399409.9000000004,False,1
0.1,2,False,0,-0.29,3339669.6000000006,False,0
0.8,0,False,0,-0.2,5882958.539999999,False,0
-0.2,5,False,0,0.05,5335246.55,False,1
0.4,4,False,0,0.05,6303672.79,False,1
-0.1,5,True,0,0.01,7855201.2,False,1
0.2,5,True,0,0.2,4998882.9,False,1
0.3,3,False,1,0.32,5108157.04,True,1
0.0,4,False,1,0.48,4353281.8,True,1
0.3,2,False,0,-0.61,6035565.46,False,1
0.5,4,True,1,0.08,4286792.95,True,1
0.6,0,False,1,0.42,4042312.1999999997,True,1
0.0,2,False,0,0.14,6828515.95,False,0
-0.1,2,False,1,-0.21,3741570.29,True,1
0.5,2,False,0,0.33,6375930.0,False,0
0.0,1,False,1,0.15,7232961.05,True,1
0.5,5,True,1,-0.47,6277483.24,True,1
0.1,4,False,1,0.05,2298244.44,True,1
0.6,2,True,0,0.56,3075332.7,False,1
-0.3,5,False,1,0.38,4058471.5599999996,True,1
0.6,5,True,1,0.58,3787992.12,True,1
0.7,2,False,0,-0.07,3117995.19,False,0
0.3,0,False,0,-0.13,2522949.2600000002,False,0
0.4,5,False,1,0.57,3776847.21,True,1
0.2,1,True,0,0.3,4711777.36,False,1
0.7,2,False,0,-0.33,3784903.4499999997,False,0
0.4,4,True,0,-0.04,5874379.550000001,False,1
0.3,4,True,1,-0.4,5082432.76,True,1
0.6,4,False,0,-0.22,3629999.84,False,1
0.8,0,False,0,-0.25,4286419.2700000005,False,0
0.0,1,False,0,-0.3,6368525.92,False,0
0.0,3,True,0,-0.12,3173706.42,False,1
0.2,0,True,0,-0.55,6023983.420000001,False,1
0.3,4,False,0,0.2,4327814.08,False,1
0.2,4,False,0,0.21,5330759.04,False,1
0.2,4,False,1,-0.24,4151914.9200000004,True,1
0.6,1,True,1,-0.57,6851976.66,True,1
0.1,4,False,1,0.09,6736929.850000001,True,1
0.0,0,False,0,-0.53,7122207.17,False,0
0.2,5,False,1,0.39,5574101.12,True,1
-0.2,1,False,1,0.42,3868024.16,True,1
0.2,3,False,0,-0.32,4911456.24,False,1
0.1,1,False,0,0.04,7276709.58,False,0
0.0,0,False,0,-0.31,4297941.96,False,0
-0.1,4,True,0,-0.03,2639314.71,False,1
-0.1,3,False,1,-0.11,8304888.9,True,1
-0.1,3,False,0,0.23,4554144.26,False,1
-0.1,0,False,1,0.02,6182823.67,True,1
-0.1,3,True,0,-0.25,3674776.2,False,1
-0.1,3,False,0,-0.41,4473196.5,False,1
0.3,0,True,0,0.35,3349170.2,False,1
-0.3,4,False,0,0.47,4428254.46,False,1
0.6,3,False,0,0.42,3600541.1300000004,False,1
0.0,4,False,1,0.21,5442670.0200000005,True,1
0.1,5,False,1,0.07,6352469.64,True,1
0.6,4,False,0,-0.13,3556276.1,False,1
0.5,4,True,0,0.22,5565872.59,False,1
-0.3,1,False,0,-0.43,5229263.78,False,1
0.5,5,False,0,-0.14,5589076.22,False,1
0.6,3,False,0,0.06,5439257.61,False,1
0.4,0,True,0,0.48,2886212.1,False,1
0.7,0,False,0,0.45,3077554.51,False,0
-0.2,5,False,0,0.26,4561145.760000001,False,1
-0.1,5,False,0,0.48,3087121.0500000003,False,1
0.5,2,False,1,0.01,5413312.08,True,1
0.5,3,False,1,-0.48,6552959.4,True,1
-0.2,4,False,0,0.11,7203712.399999999,False,1
0.3,5,False,0,0.36,3603193.5599999996,False,1
0.6,2,False,1,-0.1,2336941.98,True,1
0.2,0,False,0,-0.61,6208349.9799999995,False,1
0.3,3,False,0,0.24,4729725.0,False,1
0.1,0,True,0,0.34,6567908.6899999995,False,1
0.6,4,True,0,-0.4,5661526.0,False,1
-0.1,3,True,1,-0.63,7212330.8,True,1
0.0,2,False,1,0.27,4475825.25,True,1
0.3,1,False,0,-0.17,3426661.17,False,0
-0.3,1,True,0,0.17,5307128.88,False,1
0.4,4,True,0,-0.05,7368566.16,False,1
0.7,2,False,0,-0.38,5062812.56,False,0
0.2,4,True,0,-0.15,7538064.52,False,1
-0.2,2,True,0,0.14,3466062.75,False,1
0.1,1,True,1,0.25,6630082.17,True,1
0.6,2,True,1,0.09,4832457.52,True,1
-0.1,5,True,1,-0.08,2864825.6100000003,True,1
0.4,1,False,0,0.4,5820066.2299999995,False,0
-0.1,5,False,1,0.17,6851924.8,True,1
0.3,2,True,0,-0.49,6033160.53,False,1
-0.3,1,False,0,-0.35,3732816.36,False,1
-0.2,5,True,1,-0.07,2941982.5500000003,True,1
0.5,3,False,0,0.28,5706927.54,False,1
0.9,2,False,0,-0.53,6368548.95,False,0
0.4,5,False,0,-0.64,7532799.3,False,1
0.2,2,False,0,-0.06,2667626.4,False,0
0.1,4,False,0,-0.5,4578225.96,False,1
0.1,2,False,1,0.32,3687753.7,True,1
0.1,3,True,0,-0.43,4285341.45,False,1
0.3,2,False,1,-0.51,7160215.08,True,1
-0.1,5,False,0,-0.43,4912077.96,False,1
-0.3,2,True,0,-0.45,5319548.57,False,1
0.6,5,True,0,0.31,4127015.6399999997,False,1
0.6,0,False,0,-0.17,3097664.0,False,1
-0.3,4,True,1,0.26,4708589.4399999995,True,1
0.2,4,False,0,0.52,3767684.22,False,1
0.6,5,False,0,-0.27,4467066.45,False,1
0.1,1,False,0,-0.47,5864022.4799999995,False,0
0.8,2,False,0,0.15,5650649.62,False,0
-0.3,3,True,0,-0.11,6041686.0,False,1
0.5,4,False,0,0.2,4054208.82,False,1
-0.1,4,False,0,0.01,6385239.449999999,False,1
0.5,1,False,0,-0.57,6845227.5,False,0
-0.1,0,True,0,-0.24,4689199.24,False,1
0.8,0,False,0,-0.02,2411897.6999999997,False,0
-0.2,5,False,0,-0.53,6418351.63,False,1
0.1,5,True,1,0.22,5538140.16,True,1
0.9,1,False,0,0.29,3405164.98,False,0
0.0,0,False,0,0.05,5360764.08,False,0
0.5,2,True,1,0.74,2612656.2,True,1
0.2,2,True,1,-0.64,6104356.149999999,True,1
0.1,4,True,1,-0.18,2834228.16,True,1
0.4,1,True,0,-0.15,3128189.8,False,1
0.4,4,False,0,-0.42,5337456.48,False,1
0.5,0,False,0,-0.08,3735516.24,False,0
0.0,0,False,0,0.16,5020274.42,False,0
0.5,2,False,0,0.07,6437233.859999999,False,1
0.6,1,True,1,-0.08,3839736.05,True,1
-0.2,0,False,0,-0.07,5492308.08,False,1
0.0,2,False,0,0.14,5043276.7,False,1
0.3,0,True,0,-0.25,3817466.4000000004,False,1
0.4,0,False,0,0.13,4901973.2,False,0
-0.1,4,False,0,-0.48,6588545.64,False,1
0.1,0,True,0,-0.09,3022482.12,False,1
0.0,3,False,0,-0.23,4588491.0600000005,False,1
0.3,1,False,0,0.26,3986723.8400000003,False,0
0.5,2,False,0,-0.53,6597373.55,False,0
0.5,2,False,1,0.23,4558393.95,True,1
0.5,4,False,1,0.64,3478036.4,True,1
0.2,3,True,1,-0.08,3863187.0,True,1
0.4,3,False,0,0.5,3489249.1199999996,False,1
-0.3,4,True,0,0.61,4171808.55,False,1
0.5,1,False,1,-0.35,4127950.8600000003,True,1
0.0,1,False,1,0.26,4514889.6,True,1
0.5,4,False,0,-0.61,7169834.100000001,False,1
0.2,2,False,0,-0.21,3562929.86,False,0
0.0,3,True,0,0.27,4399554.3100000005,False,1
0.6,0,False,0,-0.53,5142141.9,False,0
0.3,1,True,0,0.68,3129618.86,False,1
0.6,5,False,1,-0.11,3415141.48,True,1
0.6,3,False,0,0.39,5086789.9799999995,False,1
-0.2,5,False,0,0.57,3702515.8800000004,False,1
0.2,2,False,1,-0.24,3776795.1,True,1
-0.3,4,True,1,-0.47,4707802.600000001,True,1
-0.3,2,False,0,0.81,3064281.2600000002,False,1
0.1,3,False,0,0.06,4712609.5200000005,False,1
-0.3,5,False,0,0.61,3083214.44,False,1
0.3,0,True,0,-0.21,3437903.1999999997,False,1
0.0,1,True,0,-0.03,5338047.0,False,1
0.1,3,False,0,-0.09,3535710.14,False,0
0.3,5,False,1,-0.49,5792703.44,True,1
-0.3,4,False,0,-0.01,2138449.04,False,1
-0.2,2,False,1,-0.18,2986006.86,True,1
0.1,3,True,0,-0.26,3107390.0,False,1
0.3,5,False,0,0.47,5783794.56,False,1
-0.3,1,False,1,-0.03,2319945.6,True,1
0.4,0,False,0,0.12,5540449.600000001,False,0
0.7,1,False,0,-0.32,4266407.109999999,False,0
0.2,2,True,0,0.48,4271426.21,False,1
0.1,1,False,0,0.16,7678474.56,False,0
0.4,5,False,0,-0.27,4633921.6,False,1
0.0,4,True,0,-0.49,4265493.96,False,1
0.6,5,False,0,-0.15,5488559.3,False,1
-0.2,3,False,1,-0.01,6160784.64,True,1
-0.2,3,True,0,0.28,4234993.68,False,1
0.1,3,False,0,0.23,3149833.1399999997,False,0
0.1,5,False,0,0.11,6938184.0,False,1
-0.2,3,False,0,-0.14,6459105.699999999,False,1
0.5,1,False,1,0.16,4127625.18,True,1
0.5,2,False,1,-0.37,4723375.68,True,1
-0.3,4,False,0,0.24,2894743.32,False,1
-0.2,0,False,1,-0.4,4488424.25,True,1
0.0,2,False,0,0.52,4145018.64,False,0
0.2,5,True,0,-0.57,5650530.64,False,1
0.2,3,False,0,0.39,3453040.16,False,1
-0.2,1,True,0,0.51,2629566.21,False,1
0.2,4,False,1,-0.05,2300162.4,True,1
0.5,5,True,0,0.27,4020513.31,False,1
0.1,2,False,1,0.06,5596604.4799999995,True,1
0.5,2,True,0,0.01,8426884.1,False,1
-0.3,3,False,0,-0.12,3612481.98,False,1
0.1,4,False,0,-0.03,7624169.180000001,False,1
0.4,5,False,0,-0.29,4882935.75,False,1
0.0,3,True,0,0.46,3169186.6799999997,False,1
-0.2,3,True,1,-0.25,4006772.55,True,1
0.1,4,False,1,-0.03,4942768.08,True,1
-0.2,2,False,0,-0.63,6783170.0200000005,False,1
-0.2,5,False,0,0.34,6071809.949999999,False,1
-0.1,2,True,0,-0.1,2257876.68,False,1
0.3,2,True,0,-0.45,5484697.5,False,1
0.4,0,True,1,-0.28,5264857.1899999995,True,1
0.0,4,False,0,-0.63,7257374.34,False,1
0.7,0,False,0,-0.28,7542654.4,False,0
-0.2,4,False,0,-0.39,4369203.800000001,False,1
0.3,3,False,0,-0.04,2902886.91,False,1
-0.1,5,False,0,-0.36,5607358.08,False,1
-0.1,1,True,0,-0.0,3934840.14,False,1
-0.1,3,False,0,-0.07,2690620.2399999998,False,1
0.1,5,False,0,0.02,3308267.2800000003,False,1
0.5,0,False,1,-0.4,5342991.489999999,True,1
-0.2,4,True,1,0.05,5624679.6899999995,True,1
0.3,4,True,0,-0.05,3438799.2,False,1
0.5,2,True,0,-0.6,7253989.71,False,1
0.5,2,False,1,-0.0,5586522.52,True,1
0.1,0,True,0,0.33,3853942.9699999997,False,1
0.1,1,False,0,-0.63,5666555.470000001,False,0
0.3,3,True,0,-0.36,4462425.45,False,1
0.5,3,False,0,-0.28,5493476.7299999995,False,1
0.2,3,False,0,0.01,8089997.46,False,0
-0.1,2,False,1,-0.38,5825419.23,True,1
-0.1,1,False,1,-0.12,3664025.16,True,1
0.2,3,False,0,-0.56,6140048.2,False,0
0.0,5,True,0,-0.23,4277414.79,False,1
0.6,1,False,0,-0.17,6986720.12,False,0
0.5,3,False,0,-0.35,4087608.0000000005,False,1
-0.3,1,True,0,-0.42,5534402.140000001,False,1
0.2,0,False,0,-0.25,3398874.92,False,0
0.9,0,False,0,0.46,4447855.100000001,False,0
0.5,4,False,1,0.21,4781848.96,True,1
0.4,5,False,0,-0.13,7721516.88,False,1
0.0,0,False,1,-0.27,4541902.92,True,1
0.2,2,False,1,0.27,6364562.88,True,1
0.6,0,True,1,-0.0,2732357.3400000003,True,1
-0.2,1,True,0,-0.13,3469660.09,False,1
0.6,5,True,0,0.33,5676878.4,False,1
-0.1,5,True,1,0.13,5680137.03,True,1
-0.1,1,False,1,0.1,5932615.399999999,True,1
-0.1,5,False,0,-0.37,4815217.680000001,False,1
-0.1,4,False,0,0.46,4764800.44,False,1
0.3,5,True,0,0.16,5937417.680000001,False,1
0.1,3,True,0,0.02,2711135.88,False,1
0.4,4,False,0,-0.4,5115530.07,False,1
0.5,4,True,0,0.22,5473692.0,False,1
0.2,3,False,1,-0.17,7284037.25,True,1
0.2,5,False,0,0.31,5049757.18,False,1
0.2,1,False,1,0.07,4405584.149999999,True,1
-0.2,3,False,1,-0.6,5671603.84,True,1
0.1,5,False,1,0.01,3134411.72,True,1
0.6,1,False,1,0.49,3007949.2800000003,True,1
-0.2,3,False,0,-0.0,5284174.86,False,1
-0.3,4,False,0,0.02,6314963.76,False,1
0.5,2,False,0,0.58,3120043.3499999996,False,1
0.1,2,True,0,-0.02,7673452.94,False,1
0.6,3,False,0,-0.45,4553827.28,False,1
0.4,5,True,0,0.4,5922808.3,False,1
0.8,2,False,0,0.31,6212999.12,False,0
-0.3,1,True,0,0.35,4434085.18,False,1
0.1,4,False,1,-0.57,7362344.12,True,1
-0.3,0,True,0,-0.11,3069478.19,False,1
-0.1,2,True,1,-0.3,4471107.48,True,1
0.6,2,False,1,0.61,2599662.55,True,1
-0.2,2,True,0,0.21,4620767.24,False,1
-0.3,1,True,1,-0.33,5815121.94,True,1
0.2,5,True,1,-0.42,5781223.56,True,1
-0.2,4,False,0,-0.23,2952110.0,False,1
-0.2,0,True,0,0.1,4586851.5,False,1
0.5,3,False,0,0.03,6710007.25,False,1
-0.2,4,False,0,-0.61,4971521.600000001,False,1
-0.2,3,False,1,0.12,4541599.45,True,1
-0.3,3,True,0,-0.47,6320751.66,False,1
0.4,5,False,1,0.07,5185724.32,True,1
-0.2,0,True,1,0.24,4429921.25,True,1
-0.3,1,False,1,0.28,4000019.68,True,1
0.4,3,False,0,-0.23,6232682.9,False,1
-0.3,1,True,0,-0.23,4734514.58,False,1
0.1,4,False,0,-0.2,3574138.54,False,1
0.6,0,False,0,-0.46,6310321.7,False,1
0.2,5,True,0,0.14,3483847.32,False,1
-0.1,2,False,0,0.05,1970122.28,False,1
0.6,1,False,0,-0.23,3347446.0799999996,False,0
0.8,1,False,0,0.07,5415186.010000001,False,0
0.2,3,False,1,-0.52,6263303.64,True,1
0.2,1,True,0,-0.11,3753477.4200000004,False,1
0.2,4,False,0,0.13,4158423.36,False,1
-0.3,1,False,1,-0.13,3881457.99,True,1
0.3,4,False,0,0.21,3810137.52,False,1
0.3,0,False,1,-0.07,2378077.32,True,1
-0.2,0,True,0,-0.66,6615202.4399999995,False,1
0.0,4,False,0,-0.46,6200484.36,False,1
-0.3,2,False,0,-0.64,7306175.399999999,False,1
-0.2,4,True,0,-0.17,7765174.62,False,1
-0.2,2,True,0,-0.03,7137593.899999999,False,1
0.0,5,False,0,0.28,3985651.9699999997,False,1
0.5,1,False,1,0.14,6005910.0,True,1
0.0,1,False,0,0.1,5258360.2,False,0
0.0,0,False,1,-0.16,3283114.8800000004,True,1
-0.1,3,False,1,0.44,3007016.95,True,1
0.2,0,True,1,0.19,5803758.399999999,True,1
0.4,1,False,1,0.19,7090164.8,True,1
0.2,4,False,0,-0.15,3612040.1100000003,False,1
0.2,4,False,1,0.03,6410271.430000001,True,1
0.3,3,False,0,0.36,3129115.77,False,1
0.2,3,False,0,0.28,3734123.54,False,1
0.6,3,True,1,0.04,8138572.170000001,True,1
-0.2,5,True,0,0.06,5854874.92,False,1
0.0,4,False,0,0.2,5071141.62,False,1
0.4,1,False,0,0.42,4153410.24,False,0
-0.3,4,False,0,-0.16,2724012.5,False,1
0.4,5,True,0,-0.54,7176917.88,False,1
0.5,5,False,1,0.71,3008902.7,True,1
0.5,5,True,0,-0.28,6968090.52,False,1
0.7,2,False,0,-0.42,5484592.35,False,0
0.7,3,False,0,0.23,3835678.08,False,0
0.2,2,False,0,0.36,3008544.1999999997,False,0
0.6,1,True,0,0.15,5940664.25,False,1
-0.2,0,True,1,-0.01,2432672.28,True,1
0.0,2,False,0,0.43,3024013.12,False,1
0.3,2,False,0,0.06,6607237.119999999,False,0
