Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Service_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,timestamp,vehicle_id,Tire Pressure (PSI),mileage_per_year,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Air temperature [C],Process temperature [C],Failure
0,44751,2,3,3,1,0,1000,7755,2024-01-23,10,16.24308027793596,0,0,1,1,2025-01-19,14,63.4692508332891,11187.75,1,2.035,1.9600000000000002,40,0,25.450000000000045,36.05000000000001,0
0,41951,1,1,7,1,0,1000,104771,2023-06-15,5,15.679092424869827,1,2,1,1,2025-01-20,15,92.36621730170734,5243.875,1,1.542,4.84,42,0,25.450000000000045,36.05000000000001,0
0,74528,2,1,7,1,0,2000,108851,2023-06-12,5,13.427150415825206,2,0,1,0,2025-01-24,16,96.4036241768338,9316.0,2,1.311,4.66,44,0,25.450000000000045,36.05000000000001,0
1,34005,2,0,2,0,1,2500,71423,2023-12-10,6,13.85904926087158,0,2,2,1,2025-01-25,17,33.09065267774874,11335.0,2,1.41,4.5600000000000005,47,0,25.55000000000001,36.05000000000001,0
1,49957,1,5,7,1,0,800,42971,2023-10-25,8,17.03695635141876,2,1,0,1,2025-01-26,18,33.09065267774874,6244.625,0,1.306,5.45,50,0,25.650000000000034,36.05000000000001,0
2,37777,2,4,5,1,0,800,127740,2023-08-19,8,17.21332782259839,2,1,0,1,2025-02-03,19,81.25822607165351,6296.166666666667,2,1.632,3.25,55,0,25.75,36.150000000000034,0
2,55518,2,4,8,1,0,2000,19685,2023-12-31,2,16.367697300739486,1,2,2,1,2025-02-05,20,83.05400872484371,6168.666666666667,0,1.375,4.2700000000000005,58,0,25.75,36.150000000000034,0
2,48586,0,2,10,1,1,800,37758,2023-08-31,10,16.369857825036675,0,0,1,1,2025-02-06,21,89.65926163341356,4416.909090909091,1,1.45,4.4799999999999995,63,0,25.650000000000034,36.150000000000034,0
2,43649,2,1,9,1,0,1000,17963,2023-06-29,4,17.981249349669266,1,1,0,0,2025-02-07,22,99.56153715260918,4364.9,2,1.581,3.07,65,0,25.75,36.150000000000034,0
2,37573,2,1,9,1,1,1500,134071,2024-02-11,3,13.509062454786676,2,1,0,0,2025-02-08,23,106.53037775672686,3757.3,1,1.758,2.57,68,0,25.850000000000023,36.25,0
2,74757,1,3,3,1,1,2000,133394,2024-02-16,9,13.33983059536282,1,2,1,1,2025-02-10,24,98.6369681416555,18689.25,2,1.561,3.7299999999999995,70,0,25.850000000000023,36.25,0
2,48812,1,3,1,1,1,1500,72926,2023-08-20,8,17.310561417100615,0,1,2,1,2025-02-13,25,102.66801062471347,24406.0,1,1.861,2.33,73,0,25.850000000000023,36.35000000000002,0
1,72696,0,2,2,1,1,800,107864,2023-07-03,6,19.536588717956327,1,0,0,0,2025-02-16,26,33.09065267774874,24232.0,1,1.512,3.9,75,0,25.950000000000045,36.35000000000002,0
2,57809,1,2,2,1,0,1500,138481,2023-12-31,4,10.061084642926156,1,2,0,1,2025-02-17,27,105.16308962980412,19269.666666666668,0,1.811,2.46,77,0,25.950000000000045,36.25,0
3,53431,1,3,10,0,1,2500,64185,2023-06-15,8,17.001229591537264,0,0,1,1,2025-02-22,28,41.78231778562865,4857.363636363636,1,1.439,4.42,82,0,25.950000000000045,36.25,0
0,63839,0,1,10,1,1,1000,127210,2023-11-17,7,15.679263236385978,1,0,1,0,2025-02-23,29,69.31030451918912,5803.545454545455,1,1.693,3.0100000000000002,84,0,25.850000000000023,36.25,0
0,60009,0,4,10,0,1,2500,133665,2023-05-15,10,16.344215392701663,0,1,1,1,2025-02-24,30,68.27858824948827,5455.363636363636,2,1.339,4.82,86,0,25.950000000000045,36.35000000000002,0
3,57341,0,1,1,0,1,2500,95703,2024-02-23,10,13.412834250216203,1,0,0,1,2025-02-27,31,41.20937780840655,28670.5,1,1.798,2.55,89,0,25.850000000000023,36.25,0
2,58631,2,5,8,0,1,2500,122883,2023-08-23,8,11.8992712531565,0,0,2,1,2025-02-28,32,97.7916342425316,6514.555555555556,1,1.419,4.83,91,0,25.850000000000023,36.25,0
3,35933,2,5,7,1,0,1000,75190,2023-09-26,1,17.9461340854521,2,2,2,1,2025-03-01,33,44.08229124125634,4491.625,1,1.665,3.25,93,0,25.75,36.150000000000034,0
3,49770,2,5,4,1,1,2000,141638,2023-10-11,8,15.87249627542825,1,1,1,1,2025-03-02,34,38.85643034464099,9954.0,2,1.559,3.47,95,0,25.650000000000034,35.950000000000045,0
1,70999,2,3,1,1,0,1500,129292,2023-05-31,3,16.365948363560694,0,1,2,1,2025-03-04,35,33.09065267774874,35499.5,2,1.452,4.86,98,0,25.650000000000034,36.05000000000001,0
1,75317,2,4,1,1,1,2000,15487,2023-09-05,1,12.77614740159868,0,1,0,1,2025-03-05,36,33.09065267774874,37658.5,2,1.581,3.6700000000000004,101,0,25.75,36.05000000000001,0
2,78018,2,5,6,1,0,1000,30682,2023-04-07,9,13.772926184443731,1,2,2,1,2025-03-06,37,90.92894927358674,11145.42857142857,1,1.439,3.9200000000000004,104,0,25.650000000000034,35.950000000000045,0
2,61408,2,4,5,0,1,2500,127492,2024-02-28,7,13.99514700915299,2,0,1,1,2025-03-09,38,112.9046006249793,10234.666666666666,0,1.379,5.07,106,0,25.75,36.05000000000001,0
2,70448,0,5,4,1,1,1000,80546,2023-12-09,5,11.109995271764324,2,0,2,1,2025-03-10,39,115.18512936065204,14089.6,1,1.35,5.25,111,0,25.650000000000034,35.950000000000045,0
3,59752,2,2,4,1,0,2000,75029,2023-12-04,2,15.75358033780386,0,1,0,1,2025-03-11,40,43.756603685376405,11950.4,1,1.362,4.54,113,0,25.650000000000034,35.950000000000045,0
1,48087,1,5,3,1,0,800,101551,2023-10-11,3,18.152572237303144,0,0,0,1,2025-03-12,41,33.09065267774874,12021.75,1,1.368,5.08,115,0,25.650000000000034,35.950000000000045,0
3,68912,2,4,7,0,0,2500,62663,2023-05-14,8,15.986117909313318,2,0,1,1,2025-03-13,42,44.99470044500956,8614.0,2,1.368,4.91,117,0,25.650000000000034,35.950000000000045,0
3,42461,2,4,6,1,1,800,129207,2023-10-20,4,16.872000430230923,0,2,1,1,2025-03-14,43,39.244403034623474,6065.857142857143,0,1.372,4.85,120,0,25.650000000000034,36.05000000000001,0
2,30742,2,3,3,0,0,2500,84805,2023-10-09,1,14.465219495372828,0,1,1,1,2025-03-15,44,104.6295065843094,7685.5,2,1.472,4.75,125,0,25.650000000000034,35.950000000000045,0
3,56422,1,3,9,1,1,1500,13808,2023-07-13,6,11.574228905648845,1,1,1,0,2025-03-17,45,35.7539290243333,5642.2,1,1.489,4.91,128,0,25.650000000000034,35.950000000000045,0
0,54305,1,3,8,1,0,800,76189,2024-02-21,2,19.41521489199848,2,2,2,1,2025-03-18,46,61.341810053794106,6033.888888888889,2,1.843,2.58,130,0,25.55000000000001,35.85000000000002,0
3,44627,2,2,4,1,1,2500,59745,2023-10-19,5,19.267243637507903,2,2,0,1,2025-03-19,47,43.94322134759173,8925.4,1,1.418,4.63,133,0,25.650000000000034,35.950000000000045,0
1,36238,2,4,3,1,1,1000,61001,2024-02-12,9,17.07211948086325,2,0,1,1,2025-03-21,48,33.09065267774874,9059.5,0,1.425,5.39,135,0,25.650000000000034,36.05000000000001,0
3,37808,0,0,3,1,0,1000,115557,2023-12-25,4,19.57604580572438,0,0,2,1,2025-03-23,49,38.11424542878227,9452.0,2,1.412,4.41,140,0,25.75,36.05000000000001,0
3,70553,0,2,10,1,1,1500,127037,2023-10-22,10,17.830175806265316,0,0,2,1,2025-03-24,50,44.62799203369111,6413.909090909091,1,2.861,0.45999999999999996,143,1,25.75,35.950000000000045,1
2,73343,2,5,2,1,1,2000,59857,2023-07-26,6,15.758918889855355,1,1,1,1,2025-03-25,51,86.44255258981441,24447.666666666668,1,1.383,5.49,145,0,25.75,35.950000000000045,0
0,46215,0,1,6,0,0,2500,17543,2024-01-25,8,15.69924494434027,2,1,1,1,2025-03-26,52,65.1806139451546,6602.142857142857,0,1.497,4.38,147,0,25.650000000000034,35.85000000000002,0
3,31488,1,3,10,1,1,800,74876,2023-12-26,1,16.29241727393191,0,2,1,1,2025-03-29,53,43.16219126239062,2862.5454545454545,1,1.565,3.5100000000000002,152,0,25.55000000000001,35.85000000000002,0
2,36051,1,2,9,1,0,800,29134,2024-02-18,7,14.75172259226462,2,2,0,1,2025-03-31,54,114.60998482161524,3605.1,1,1.691,3.0100000000000002,154,0,25.55000000000001,35.85000000000002,0
2,36248,1,5,6,1,1,1000,130093,2023-12-12,2,12.462210705367337,1,2,1,1,2025-04-01,55,110.07533073681186,5178.285714285715,1,1.512,4.07,156,0,25.650000000000034,35.950000000000045,0
1,77026,2,0,5,1,1,2000,25259,2023-05-05,10,16.095114492177608,0,2,1,1,2025-04-05,56,33.09065267774874,12837.666666666666,1,1.477,4.24,158,0,25.650000000000034,35.950000000000045,0
3,74433,0,4,10,1,0,1500,145679,2023-04-01,1,19.21368016131555,1,1,0,1,2025-04-07,57,37.36194990561605,6766.636363636364,1,1.513,4.029999999999999,160,0,25.650000000000034,35.950000000000045,0
1,45688,2,5,9,1,1,800,9054,2023-10-19,9,18.04092205281441,0,2,1,1,2025-04-08,58,33.09065267774874,4568.8,2,1.661,2.95,162,0,25.650000000000034,35.85000000000002,0
1,78209,0,0,4,0,1,2500,45994,2023-11-24,3,14.296702673378745,1,1,1,0,2025-04-09,59,33.09065267774874,15641.8,1,1.378,5.4399999999999995,165,0,25.650000000000034,35.950000000000045,0
3,51487,1,5,8,1,1,2000,29547,2023-08-28,1,15.39548558884536,1,1,1,1,2025-04-10,60,41.03080214895323,5720.777777777777,1,1.393,5.26,167,0,25.650000000000034,35.950000000000045,0
1,52126,1,0,7,1,1,2000,122153,2023-06-15,1,11.05103021998263,0,2,2,1,2025-04-11,61,33.09065267774874,6515.75,2,1.592,3.8200000000000003,169,0,25.650000000000034,35.85000000000002,0
1,49535,1,0,5,1,0,1000,31315,2023-05-28,5,18.500744788979954,1,0,1,0,2025-04-12,62,33.09065267774874,8255.833333333334,1,1.829,2.29,172,0,25.650000000000034,35.85000000000002,0
3,61045,1,0,7,1,1,800,23865,2023-09-13,2,18.29758350300189,1,1,2,1,2025-04-13,63,43.92400920204052,7630.625,2,1.812,2.59,174,0,25.75,35.85000000000002,0
0,66445,2,3,5,1,1,800,56231,2023-06-05,9,15.606944696847382,2,2,1,1,2025-04-16,64,78.35899103110636,11074.166666666666,1,1.523,3.8600000000000003,177,0,25.850000000000023,35.950000000000045,0
3,59388,1,5,4,1,1,2000,50472,2024-01-17,10,18.970313099195906,0,2,0,1,2025-04-17,65,38.41142098207775,11877.6,1,1.394,4.51,179,0,25.850000000000023,35.950000000000045,0
1,45925,2,1,9,1,0,800,12824,2023-12-03,8,14.203909812584808,2,1,1,1,2025-04-19,66,33.09065267774874,4592.5,2,1.679,2.87,181,0,25.75,35.75,0
0,44497,2,5,9,1,0,1000,71520,2023-05-12,4,14.780703812340864,1,0,1,1,2025-04-20,67,69.95536253708683,4449.7,0,1.466,4.41,184,0,25.650000000000034,35.75,0
0,63165,0,0,10,1,0,800,91664,2023-05-13,8,16.76875122270514,1,1,2,1,2025-04-21,68,87.85050715960402,5742.272727272727,1,1.527,3.2399999999999998,189,0,25.650000000000034,35.75,0
2,45708,0,3,4,0,1,2500,34131,2023-05-24,1,11.940270194658346,0,1,1,1,2025-04-22,69,96.2645496725866,9141.6,1,1.41,6.57,191,1,25.75,35.85000000000002,1
3,62600,0,4,5,1,1,1500,146131,2023-04-30,6,16.893005951253762,1,0,2,1,2025-04-24,70,36.4941428289478,10433.333333333334,2,1.924,2.2600000000000002,193,0,25.75,35.85000000000002,0
3,57006,2,4,8,1,1,2000,10882,2023-08-22,7,10.480249610488016,1,2,0,1,2025-04-26,71,37.71620717786001,6334.0,1,1.452,4.55,196,0,25.75,35.950000000000045,0
3,56550,1,2,6,1,1,800,133705,2024-02-03,1,13.00780605816708,1,2,2,1,2025-04-27,72,42.094885277577816,8078.571428571428,1,1.369,4.4399999999999995,198,0,25.75,35.950000000000045,0
1,50109,0,2,10,1,1,800,36035,2023-11-05,4,14.00890952258789,1,0,0,0,2025-04-29,73,33.09065267774874,4555.363636363636,1,1.592,3.5,200,0,25.850000000000023,35.950000000000045,0
1,61753,2,4,9,1,0,1500,68697,2024-01-21,7,14.400815596485993,0,1,2,1,2025-04-30,74,33.09065267774874,6175.3,1,1.601,3.2299999999999995,202,0,25.75,35.85000000000002,0
3,61024,1,0,1,1,0,2000,56062,2023-07-02,3,10.83736296999612,2,1,0,0,2025-05-01,75,38.54315389584918,30512.0,1,1.379,4.67,204,0,25.650000000000034,35.75,0
2,77013,2,4,1,1,1,1500,18438,2024-02-22,6,18.226589836692632,0,1,1,1,2025-05-03,76,82.22675542595655,38506.5,1,1.461,4.79,206,0,25.650000000000034,35.75,0
0,61817,2,4,2,1,0,1500,2514,2023-04-08,1,11.853098160205011,2,2,0,1,2025-05-06,77,70.75584984984584,20605.666666666668,1,1.455,4.13,208,1,25.650000000000034,35.75,1
1,40859,2,0,9,1,1,800,74852,2023-07-09,5,15.288471729325025,0,0,0,0,2025-05-07,78,33.09065267774874,4085.9,1,1.398,5.15,0,0,25.650000000000034,35.75,0
2,32437,1,5,8,1,1,800,149899,2023-05-10,9,18.50856268630676,2,1,1,1,2025-05-08,79,105.18048052243547,3604.1111111111113,1,1.402,3.79,2,0,25.650000000000034,35.75,0
0,43461,1,1,3,1,1,1000,100130,2023-07-02,5,11.135315499387158,2,0,0,0,2025-05-09,80,92.62138794368262,10865.25,0,1.445,4.99,4,0,25.650000000000034,35.650000000000034,0
1,54933,2,5,3,1,0,800,126785,2024-02-12,3,15.43661304859226,1,0,1,1,2025-05-10,81,33.09065267774874,13733.25,1,1.45,4.75,9,0,25.75,35.75,0
3,68652,0,5,8,1,0,2500,95998,2023-10-06,10,16.333867852783168,0,2,0,1,2025-05-11,82,41.46877236247035,7628.0,1,1.453,4.08,11,0,25.75,35.75,0
2,38974,0,0,4,1,0,1500,30505,2023-06-03,2,11.582736725366637,1,1,2,1,2025-05-12,83,85.59062362064812,7794.8,1,1.469,4.01,13,0,25.850000000000023,35.85000000000002,0
3,66083,2,2,6,1,0,1500,42473,2023-09-03,3,12.048292494153976,2,2,2,1,2025-05-13,84,37.72681185102103,9440.42857142857,1,1.422,4.76,15,0,25.75,35.75,0
2,56494,2,4,2,1,0,1000,17969,2023-11-07,10,11.79798788773409,1,1,2,1,2025-05-14,85,81.45533997034715,18831.33333333333,2,1.804,2.68,17,0,25.850000000000023,35.85000000000002,0
3,63226,2,1,3,1,0,1000,95599,2024-01-15,3,10.336039469435224,1,2,2,1,2025-05-15,86,40.41580914166981,15806.5,0,1.436,4.39,20,0,25.850000000000023,35.85000000000002,0
1,79405,2,1,10,1,1,2500,49788,2023-05-29,8,10.153529873729598,2,1,0,0,2025-05-16,87,33.09065267774874,7218.636363636364,1,1.544,3.18,25,0,25.850000000000023,35.85000000000002,0
3,79067,1,4,3,1,0,800,14634,2023-09-07,3,12.783378549894245,2,2,1,1,2025-05-18,88,37.14935669514477,19766.75,2,1.419,4.5200000000000005,27,0,25.850000000000023,35.85000000000002,0
1,40411,1,5,9,1,1,1500,7201,2023-08-22,2,19.56727018462715,0,1,2,1,2025-05-21,89,33.09065267774874,4041.1,2,1.487,3.95,30,0,25.75,35.75,0
3,35346,2,3,1,1,1,800,15327,2023-08-06,9,12.942988760010136,0,0,1,1,2025-05-23,90,41.385326946303394,17673.0,1,1.753,2.58,33,0,25.75,35.75,0
1,45695,2,5,9,1,0,1000,53660,2023-07-10,8,18.77187052408024,2,2,2,1,2025-05-24,91,33.09065267774874,4569.5,1,1.83,2.4899999999999998,35,0,25.75,35.75,0
0,71090,2,0,5,1,0,800,112579,2023-09-14,9,16.92109399764894,0,0,0,1,2025-05-25,92,87.3435296100774,11848.333333333334,2,1.727,2.71,37,0,25.75,35.75,0
3,63277,0,0,5,1,1,1000,113834,2023-10-16,8,11.61964473119365,2,1,2,1,2025-05-27,93,40.43849035556666,10546.166666666666,1,1.45,4.3,40,0,25.950000000000045,35.85000000000002,0
1,57753,0,5,2,1,0,800,69622,2023-04-03,8,13.35529026834183,2,0,2,1,2025-05-28,94,33.09065267774874,19251.0,1,1.622,3.19,42,0,25.850000000000023,35.75,0
0,76193,2,3,9,1,0,800,98733,2023-08-22,4,12.964698020383144,2,1,2,1,2025-05-30,95,94.85042756017594,7619.3,2,1.351,5.220000000000001,44,0,25.850000000000023,35.85000000000002,0
2,30845,2,2,1,1,0,2500,58024,2023-04-11,7,15.996824663843126,1,0,2,1,2025-05-31,96,107.10270367827692,15422.5,2,1.575,3.53,47,0,25.850000000000023,35.85000000000002,0
0,51248,1,1,6,1,1,2500,118666,2024-02-15,2,14.85946698160075,0,0,0,0,2025-06-04,97,77.51889677530994,7321.142857142857,2,1.75,2.9899999999999998,50,0,25.75,35.75,0
2,68744,0,5,7,1,1,2500,120218,2023-10-15,10,17.445449763535937,2,0,1,1,2025-06-06,98,95.4089358656053,8593.0,1,1.529,3.2700000000000005,53,0,25.75,35.650000000000034,0
3,34001,0,3,6,1,1,2000,139702,2023-09-11,8,12.261193827507942,2,1,2,1,2025-06-07,99,35.35488159001359,4857.285714285715,1,1.523,4.4399999999999995,55,0,25.650000000000034,35.650000000000034,0
1,43023,2,3,6,1,0,2000,46685,2023-11-21,2,10.657793999163296,1,2,2,1,2025-06-08,100,33.09065267774874,6146.142857142857,1,1.852,2.5,57,0,25.650000000000034,35.75,0
0,46572,2,1,10,1,1,2000,99401,2023-10-31,9,15.341126543794392,2,2,1,1,2025-06-09,101,84.14131499450144,4233.818181818182,1,1.991,2.07,59,0,25.650000000000034,35.650000000000034,0
2,49183,2,1,5,0,1,2500,35120,2023-06-25,8,13.068112448408703,1,0,2,1,2025-06-11,102,112.24886972403408,8197.166666666666,1,1.555,4.0600000000000005,61,0,25.650000000000034,35.650000000000034,0
3,36296,0,4,6,0,0,2500,114921,2023-10-12,7,19.266159959930093,2,1,2,1,2025-06-13,103,36.6879931765553,5185.142857142857,2,1.441,4.05,63,0,25.650000000000034,35.650000000000034,0
2,32865,0,0,8,1,0,2000,85667,2024-02-06,3,15.028396745690603,1,2,2,1,2025-06-15,104,92.36062381940002,3651.6666666666665,1,1.45,4.34,66,0,25.650000000000034,35.55000000000001,0
2,51881,0,1,10,0,1,2500,53621,2023-10-01,6,10.352840064571804,0,2,2,1,2025-06-16,105,102.13515484971477,4716.454545454545,1,1.591,3.1100000000000003,68,0,25.650000000000034,35.55000000000001,0
0,47586,2,1,9,1,0,2000,56365,2024-01-13,5,12.780299944629732,0,0,2,1,2025-06-17,106,97.468487263796,4758.6,1,1.445,4.85,70,0,25.650000000000034,35.55000000000001,0
3,39971,0,4,2,1,1,800,48752,2023-06-06,1,17.208919730205757,2,0,2,1,2025-06-18,107,40.04118940858447,13323.666666666666,2,1.497,4.68,72,0,25.650000000000034,35.650000000000034,0
1,62328,2,1,10,1,1,1500,94775,2023-09-11,4,19.49306721488681,0,2,0,1,2025-06-21,108,33.09065267774874,5666.181818181818,0,1.621,3.2700000000000005,75,0,25.75,35.650000000000034,0
3,37109,2,2,2,1,0,1500,8367,2023-09-13,1,11.880976420752042,2,1,2,1,2025-06-23,109,44.38193705829595,12369.666666666666,1,1.572,3.41,80,0,25.75,35.55000000000001,0
2,64605,1,0,7,0,1,2500,117210,2023-12-24,9,15.365558228718497,0,0,1,1,2025-06-24,110,93.59882668708406,8075.625,1,1.872,2.25,82,0,25.650000000000034,35.450000000000045,0
1,39780,2,4,10,1,1,2500,42050,2024-01-17,5,15.978133977317867,2,2,2,1,2025-06-26,111,33.09065267774874,3616.363636363637,0,1.499,4.35,84,0,25.55000000000001,35.450000000000045,0
0,67670,1,4,6,1,1,800,39924,2023-11-23,9,15.66001145090462,2,1,0,1,2025-06-29,112,78.27735043732287,9667.142857142857,2,1.498,3.95,89,0,25.650000000000034,35.55000000000001,0
2,32357,1,1,5,0,0,2500,14696,2023-06-04,5,13.448187875485736,1,2,2,1,2025-06-30,113,87.6111775913065,5392.833333333333,2,1.486,4.1899999999999995,92,0,25.650000000000034,35.450000000000045,0
1,38494,2,2,8,0,0,2500,52922,2023-12-22,3,14.100366906444648,0,1,2,1,2025-07-01,114,33.09065267774874,4277.111111111111,1,1.68,2.94,95,0,25.650000000000034,35.450000000000045,0
0,47174,1,2,8,1,1,2000,120685,2023-06-05,7,12.588810884708437,0,1,1,0,2025-07-03,115,73.59674174513823,5241.555555555556,1,1.431,4.57,97,0,25.650000000000034,35.450000000000045,0
2,51239,2,2,5,1,0,1000,77785,2023-07-13,8,15.257505536258542,0,1,0,1,2025-07-04,116,103.49396418067364,8539.833333333334,1,1.564,3.41,99,0,25.75,35.55000000000001,0
1,67696,0,3,4,1,0,800,23478,2023-09-25,8,12.034397956094772,1,0,1,1,2025-07-05,117,33.09065267774874,13539.2,1,1.599,3.3,101,0,25.650000000000034,35.450000000000045,0
0,72991,0,2,4,1,0,2000,128427,2023-06-05,7,17.088570720599655,0,0,1,0,2025-07-06,118,81.83713555328322,14598.2,2,1.707,2.81,103,0,25.650000000000034,35.450000000000045,0
2,61753,0,0,9,1,1,1000,126401,2023-11-17,4,18.75021248586024,1,0,2,1,2025-07-07,119,106.86261282923007,6175.3,1,1.467,4.07,106,0,25.55000000000001,35.35000000000002,0
0,78114,2,4,2,1,1,1000,122659,2023-12-24,10,14.21772739346492,0,0,1,1,2025-07-09,120,82.71342521440353,26038.0,1,1.433,4.470000000000001,108,0,25.75,35.55000000000001,0
0,39297,1,5,5,1,0,800,82783,2023-12-10,10,12.96154592334333,0,2,1,1,2025-07-10,121,76.35907206488577,6549.5,1,1.558,4.12,110,0,25.75,35.55000000000001,0
0,76740,1,5,1,1,1,1500,33537,2023-08-16,6,19.45552464100787,0,1,0,1,2025-07-12,122,94.27553108431631,38370.0,1,1.31,5.07,112,0,25.850000000000023,35.650000000000034,0
0,71952,1,3,10,1,1,800,67069,2024-02-28,3,18.264772855524008,1,2,1,1,2025-07-13,123,99.83856919693548,6541.090909090909,1,1.546,4.34,114,0,25.75,35.55000000000001,0
2,65337,1,2,1,1,0,1000,61391,2023-04-08,10,15.846151939453849,2,2,0,1,2025-07-15,124,105.9937342764231,32668.5,1,1.727,2.94,116,0,25.75,35.55000000000001,0
2,55552,1,0,8,1,1,800,94966,2023-12-30,10,11.63570675007026,0,2,1,1,2025-07-16,125,99.84680941235952,6172.444444444444,1,1.56,3.22,118,0,25.75,35.450000000000045,0
0,46910,1,5,1,1,0,1000,128852,2023-06-19,8,12.784749846649984,1,2,2,1,2025-07-17,126,71.51540330008955,23455.0,1,1.329,6.05,120,0,25.850000000000023,35.450000000000045,0
1,50950,1,0,3,1,1,2500,39116,2023-10-04,4,19.262909919716307,2,0,0,0,2025-07-19,127,33.09065267774874,12737.5,1,1.413,4.65,122,0,25.75,35.450000000000045,0
2,56780,0,5,8,1,0,1500,12970,2023-05-03,1,19.55579179634824,2,2,1,1,2025-07-21,128,92.36539126248924,6308.888888888889,1,1.587,3.8600000000000003,124,0,25.850000000000023,35.450000000000045,0
1,79610,1,4,2,1,1,800,132715,2023-04-26,4,17.704087616093787,1,0,2,1,2025-07-22,129,33.09065267774874,26536.666666666668,1,1.559,3.4299999999999997,126,0,25.75,35.35000000000002,0
3,63165,2,0,4,1,1,800,61722,2023-04-26,9,11.273093138940691,1,2,1,1,2025-07-24,130,36.166863285271006,12633.0,1,1.473,4.11,128,0,25.650000000000034,35.25,0
1,30514,1,5,8,1,0,1000,8243,2023-07-24,6,14.338320376219064,2,2,1,1,2025-07-25,131,33.09065267774874,3390.4444444444443,1,1.737,2.77,130,0,25.650000000000034,35.25,0
0,57968,1,0,8,1,0,2000,109582,2024-02-26,7,16.468945447456655,1,0,1,0,2025-07-28,132,75.22714204092533,6440.888888888889,2,1.441,4.32,132,0,25.55000000000001,35.25,0
0,35221,1,2,3,1,1,1500,10601,2024-02-03,6,17.822068320973422,0,0,2,1,2025-07-29,133,77.80242181704601,8805.25,2,1.43,4.96,135,0,25.55000000000001,35.25,0
